animeID,title,genres
35676,Berserk: Majo no Tsuisou,"Action,Adventure,Demons,Drama,Fantasy,Horror,Magic,Supernatural"
35674,Jumbagi: Hanbandoui gongryong 3D,"Adventure,Historical,Drama"
35673,Yama no Susume: Omoide Present,"Adventure,Comedy,Slice of Life"
35672,Yama no Susume: Third Season,"Adventure,Comedy,Slice of Life"
35671,Chiisai Aki Mitsuketa (1982),"Music,Kids"
35670,Chiisai Aki Mitsuketa,"Music,Kids"
35669,Saraba Jamaica,"Music,Kids"
35668,Okaasan no Kao,"Kids,Music"
35667,Ame no Ten Ten,Music
35666,Chameleon,"Music,Kids"
35663,My Wish,"Music,Kids"
35658,Kuroko no Basket: Last Game NG-shuu,"Comedy,Sports,Shounen"
35658,Kuroko no Basket: Last Game NG-shuu,"Comedy,Sports,Shounen"
35656,Oshiri Tantei,"Mystery,Comedy,Kids,Fantasy"
35654,No Doubt,"Action,Music"
35652,Crayon Shin-chan Gaiden: O-o-o no Shinnosuke,"Comedy,Parody,Supernatural,Seinen"
35651,Aozora Under Girls!,Music
35650,Hua Jianghu Zhi Bei Mo Ting,"Adventure,Romance,Martial Arts,Fantasy"
35648,BraFro x Taka no Tsume: Brave Funding Prologue,Parody
35645,Uta no☆Prince-sama♪ Maji Love Kingdom Movie,"Comedy,Harem,Music,Romance,Shoujo"
35643,Blazing Teens 5,"Action,Sci-Fi,Comedy,Sports,Kids,Shounen"
35642,Lei Su Deng Shandian Chong Xian,"Cars,Kids"
35641,Vary Peri,"Adventure,Comedy,Kids,Magic"
35639,Just Because!,"Slice of Life,Drama,Romance,School"
35635,Mon-Soni! DArtagnan no Idol Sengen,"Action,Game,Music,Fantasy"
35633,Sprin Pan: Mae e Susumou!,"Adventure,Fantasy"
35632,Kinako x Mameshiba Movie,"Comedy,Parody"
35631,Mahouka x Mameshiba,"Comedy,Parody"
35629,Skirt no Naka wa Kedamono Deshita.,"Drama,Ecchi,Romance"
35628,Honoo no Alpenrose: Ai no Symphony Ongaku-hen,"Drama,Historical,Music,Romance,Shoujo"
35628,Honoo no Alpenrose: Ai no Symphony Ongaku-hen,"Drama,Historical,Music,Romance,Shoujo"
35627,Honoo no Alpenrose: Sweet Memory Ongaku-hen,"Drama,Historical,Music,Romance,Shoujo"
35626,Yao Shen Ji,"Action,Adventure,Demons,Romance,Martial Arts,Fantasy"
35625,Rara Maji,"Fantasy,Game,Magic,Music"
35624,Neko ga Kureta Marui Shiawase,"Slice of Life,Comedy"
35621,Line Rangers,"Game,Fantasy"
35619,Nanatsuko Nezumi Series,"Kids,Slice of Life"
35618,Lil Chillun,"Kids,Fantasy"
35617,Magical Maho,"Kids,Magic,Music"
35616,Santa no Yama Yousei no Mori,"Fantasy,Kids"
35612,Himitsukessha Taka no Tsume x Glass no Kamen Desu ga,"Comedy,Parody"
35611,FunaQ: Funassyi to Soutai-kun,Slice of Life
35610,Chizu no Nai Bouken,Slice of Life
35609,Entotsu Machi no Poupelle,"Adventure,Magic,Fantasy"
35608,Chuunibyou demo Koi ga Shitai! Movie: Take On Me,"Comedy,Drama,Romance,School,Slice of Life"
35608,Chuunibyou demo Koi ga Shitai! Movie: Take On Me,"Comedy,Drama,Romance,School,Slice of Life"
35603,Seikaisuru Kado: Ekwari,Sci-Fi
35603,Seikaisuru Kado: Ekwari,Sci-Fi
35602,Tsuki ga Kirei Recap,"Romance,School"
35594,Ylion to Callysia,"Action,Fantasy"
35593,Meiken Lassie: Yume ni Mukatte Hashire!,"Adventure,Kids,Slice of Life"
35592,Zton Jingai Animation: A Beautiful Greed Nulu Nulu,Hentai
35592,Zton Jingai Animation: A Beautiful Greed Nulu Nulu,Hentai
35590,Aware! Meisaku-kun: DVD Hatsubai Kettei!,"Comedy,Parody"
35589,Toji no Miko,"Action,Fantasy"
35588,Watashi to Kotori to Suzu to,"Music,Kids"
35587,Boku wa Kimi no Namida,"Music,Kids"
35587,Boku wa Kimi no Namida,"Music,Kids"
35586,Jinryoku Senkan!? Shiokaze Sawakaze,"Sci-Fi,Mecha,School"
35585,Stella-Rium,Music
35581,Oide yo! Mizuryuu Kei Land,Hentai
35581,Oide yo! Mizuryuu Kei Land,Hentai
35579,Tec & Her Pets,Comedy
35577,Gerotan,Comedy
35576,Anime-ban Little★Nicky: Henachoko Akuma Nicky no NY Taikenki,Comedy
35575,Nono-chan Theater,Comedy
35574,Ganbare!! Tabuchi-kun!! (ONA),"Comedy,Seinen,Sports"
35573,Tsuma ga Onsen de Circle Nakama no Nikubenki ni Natta no Desu ga... Anime Edition,Hentai
35573,Tsuma ga Onsen de Circle Nakama no Nikubenki ni Natta no Desu ga... Anime Edition,Hentai
35567,Gundam Build Fighters: Battlogue,"Action,Sci-Fi,Mecha"
35566,Koe no Katachi Specials,Music
35563,Ore to Issho ni Training,Slice of Life
35560,Shirome-chan no Uta,"Comedy,Music"
35559,Sin: Nanatsu no Taizai - Masani Akuma no Shogyou...,"Ecchi,Fantasy"
35558,Ichigo Chocola Flavor,Hentai
35558,Ichigo Chocola Flavor,Hentai
35557,Houseki no Kuni (TV),"Action,Drama,Fantasy,Mystery,Seinen"
35557,Houseki no Kuni (TV),"Action,Drama,Fantasy,Mystery,Seinen"
35554,Girl Electric,Music
35553,Ape,Music
35552,Pokemon Daisuki Club,"Music,Comedy"
35551,Eievui to Colorful Friends,Slice of Life
35545,Turning Mecard W: Black Mirror-ui Buhwal,"Game,Adventure,Cars,Kids,Mecha"
35543,Turning Mecard W Season 2,"Game,Adventure,Cars,Kids,Mecha"
35542,Turning Mecard W,"Game,Adventure,Cars,Kids,Mecha"
35541,Turning Mecard,"Game,Adventure,Cars,Kids,Mecha"
35541,Turning Mecard,"Game,Adventure,Cars,Kids,Mecha"
35540,Slow Start,"Comedy,School,Slice of Life"
35538,Kaiketsu Zorori no Dragon Taiji,"Adventure,Comedy"
35537,Aotenjou no Clown,"Music,Kids"
35536,Kaakaa Karasu no Kanzaburou,"Music,Kids"
35535,Kaiten Mokuba ni Boku to Neko,"Music,Kids"
35534,Tomoyo,"Music,Kids"
35533,Nanatsu no Umi,"Music,Kids"
35532,Moufu no Hi,"Music,Kids"
35531,Otsukisama Light,"Kids,Music"
35530,Mayuge Dance,"Music,Kids"
35529,Kkachi ae Nalgae,"Sports,Drama"
35528,Tteodori Kkachi,"Drama,Sports"
35527,Paperman,Game
35526,Kizunakizu,"Music,Slice of Life,Kids"
35525,Yume Hakonda Randoseru,"Music,Slice of Life,Kids"
35522,Stella no Mahou Specials,"Comedy,School,Slice of Life"
35521,Geisters Movie: Inochi no Shou,"Action,Military,Sci-Fi"
35520,Geisters Movie: Hikari no Shou,"Action,Military,Sci-Fi"
35519,Mahou no Yousei Persia: Kaiten Mokuba,"Comedy,Magic"
35517,Caribadix,"Music,Comedy"
35516,Dappys,Music
35514,Sigh,Music
35513,MAFF x Chobitto Zukan,"Comedy,Kids"
35512,Honoo no Haramase Oppai: Ero Appli Gakuen The Animation,"Harem,Hentai,School"
35512,Honoo no Haramase Oppai: Ero Appli Gakuen The Animation,"Harem,Hentai,School"
35511,Hoshi Akari no Concert: Seiza ga Kanaderu Yozora,"Music,Space"
35510,Seizei Ganbare! Mahou Shoujo Kurumi,"Magic,Parody"
35508,Shampoo Ouji,"Adventure,Fantasy,Kids"
35507,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e (TV),"Slice of Life,Psychological,Drama,School"
35507,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e (TV),"Slice of Life,Psychological,Drama,School"
35505,Velvet Underworld: Alternative,"Action,Music"
35504,Velvet Underworld: Fragment Person,"Action,Music"
35503,Shoujo☆Kageki Revue Starlight,"Music,School"
35502,Pure Aluminum: Sunoko-tan.,"Comedy,Music"
35501,Mahou Shoujo Lyrical Nanoha Picture Drama,"Comedy,Parody,Magic"
35500,Yuri!!! on Ice The Movie: Ice Adolescence,"Comedy,Sports"
35500,Yuri!!! on Ice The Movie: Ice Adolescence,"Comedy,Sports"
35499,Teakamamire no Tenshi The Animation,Hentai
35499,Teakamamire no Tenshi The Animation,Hentai
35498,Boku to Misaki-sensei,"Hentai,School"
35498,Boku to Misaki-sensei,"Hentai,School"
35497,Hashire Melos,Adventure
35496,Yuurei Yashiki,Horror
35495,Robinson Crusoe: Mujintou no Bouken,"Adventure,Drama"
35494,Haha wo Tazunete Sanzenri (Special),"Adventure,Drama"
35493,Chuukichi wa Kaetta,Historical
35492,Tako no Hone,"Fantasy,Historical"
35491,Kaeru wa Kaeru,Historical
35490,Tanukichi no Ohanashi,"Historical,Fantasy"
35489,Sakai Noriko no Yoiko no Ohanashi Hiroba,"Fantasy,Kids"
35488,Dan Fumi no Ohanashi Channel,"Fantasy,Kids"
35484,Osake wa Fuufu ni Natte kara,"Comedy,Romance,Slice of Life"
35480,Karadasagashi,"Horror,School,Shounen"
35478,Neko no Robu,"Comedy,Slice of Life"
35476,Little Charo 4: Eigo de Aruku New York,"Adventure,Kids"
35475,Isobe Isobee with Nakata Yasutaka de Sourou,"Historical,Music,Parody"
35473,Yuuki Yuuna wa Yuushabu Shozoku 3,"Slice of Life,Comedy,Magic,Fantasy"
35472,Yuuki Yuuna wa Yuushabu Shozoku 2,"Slice of Life,Comedy,Magic,Fantasy"
35466,ReLIFE: Kanketsu-hen,"Romance,School,Slice of Life"
35466,ReLIFE: Kanketsu-hen,"Romance,School,Slice of Life"
35465,"Mon-Soni!: Senritsu no Lucifer,Tada Hitotsu no Hajimari no Uta","Action,Game,Music,Fantasy"
35459,Boku no Hero Academia: Training of the Dead,"Action,Comedy,Super Power,School,Shounen"
35458,Soushin Shoujo Matoi: Kabushiki Gaisha Knight Busters,"Magic,Supernatural"
35456,Chokotto Kamen feat. Inoue Kikuko,Music
35455,Pa-ri Nezumi-kun,"Comedy,Sports"
35454,Jii Coro Comic,"Comedy,Kids,Sci-Fi"
35453,Tobidase!! Buddy-kun,"Game,Parody"
35452,Hamidashi CoroCoro,"Comedy,Parody"
35450,Five Fire Fish,Dementia
35448,Yo! Daitouryou Trap-kun,"Comedy,Parody"
35447,100% Pascal-sensei,Comedy
35446,Residence,"Hentai,Demons"
35446,Residence,"Hentai,Demons"
35444,Neko to Mata,Supernatural
35443,Nui Nui Hinobori San Kyoudai,Slice of Life
35442,Niuniu Elise PV,Slice of Life
35434,Konbini Kareshi,"Slice of Life,Romance"
35433,Jakusansei Million Arthur: Forever Kakusansei Million Arthur,"Comedy,Parody,Ecchi,Fantasy"
35432,Yi Wan Nian Yi Hou,Fantasy
35427,Animegataris,"Comedy,Parody,School"
35425,"Donten ni Warau Gaiden: Ouka,Tenbou no Kakehashi","Action,Supernatural,Historical"
35424,"Donten ni Warau Gaiden: Shukumei,Soutou no Fuuma","Action,Supernatural,Historical"
35423,Ribbon,Music
35419,Jitensha ni Notte.,Music
35418,Sin: Nanatsu no Taizai Zange-roku Specials,"Ecchi,Fantasy"
35417,Sin: Nanatsu no Taizai Zange-roku,"Ecchi,Fantasy"
35416,Kabuki-bu!: Oogiri Chiyocolate-gassen,School
35416,Kabuki-bu!: Oogiri Chiyocolate-gassen,School
35413,Imouto sae Ireba Ii.,"Comedy,Romance"
35411,Hortensia Saga: Aoi no Kishidan,"Game,Fantasy"
35410,Ahiru no Ko,Kids
35409,Denshin Denrei Denwa,Kids
35408,Futatsu no Sekai,Kids
35407,Rhythm,Dementia
35406,Propagate,Dementia
35405,?/Sankaku no Rhythm/Trump no Arasoi,Dementia
35404,Felix no Meitantei,Mystery
35403,Manga Revue Haru,Kids
35402,An Expression,Dementia
35401,Hyaku-nengo no Aru Hi,"Military,Sci-Fi,Supernatural"
35400,Kamishibai Kintarou no Maki,"Fantasy,Historical"
35399,Kamishibai Itazura Tanuki no Maki,"Action,Historical,Supernatural"
35398,Rekkoku Rikugun,Military
35395,Misemono Kenbutsu,Kids
35394,Oira no Hijouji,"Demons,Historical,Military"
35391,Saru Kani Gassen (1927),Drama
35390,Osekisho,Kids
35389,Inaba no Kuni no Usagi-san,Adventure
35388,Ameya Tanuki,Comedy
35387,Kekkaku Yobou,"Drama,Historical"
35386,Tonpei to Sarukichi,Military
35385,Yukai na Animal Bus 2nd Season,"Comedy,Kids"
35383,Yousei Land Mukashibanashi,"Comedy,Historical,Fantasy"
35382,Yuri!!! on Ice: Yuri Plisetsky GPF in Barcelona EX - Welcome to The Madness,"Music,Sports"
35382,Yuri!!! on Ice: Yuri Plisetsky GPF in Barcelona EX - Welcome to The Madness,"Music,Sports"
35380,Gi(a)rlish Number Shura,"Comedy,Parody"
35379,Fengshen Bang,"Action,Fantasy,Martial Arts"
35376,Himouto! Umaru-chan R,"Comedy,School,Seinen,Slice of Life"
35372,Otoppe,"Fantasy,Kids,Music"
35370,Teekyuu 9,"Comedy,Sports"
35369,Seikaisuru Kado: Ninovo,Sci-Fi
35368,Two on the Road: Itsumo Futari de,"Music,Romance"
35367,Boku no Oldies wa All Color,"Music,Romance,Seinen"
35366,Eiga Ensetsu Seiji no Rinrika Gotou Shinpei 1926,Historical
35365,Kkoma Sinseon Tao 2,"Kids,Magic"
35364,Kkoma Sinseon Tao,"Kids,Magic"
35363,"Kobayashi-san Chi no Maid Dragon: Valentine,Soshite Onsen! - Amari Kitai Shinaide Kudasai","Slice of Life,Comedy,Fantasy"
35363,"Kobayashi-san Chi no Maid Dragon: Valentine,Soshite Onsen! - Amari Kitai Shinaide Kudasai","Slice of Life,Comedy,Fantasy"
35362,Mori no Yousei: Kinoko no Musume,"Music,Comedy,Fantasy"
35362,Mori no Yousei: Kinoko no Musume,"Music,Comedy,Fantasy"
35353,Yogen-sha Ikusei Gakuen: Fortune Tellers Academy,Fantasy
35350,SYZ Project,Music
35349,Marumofubiyori,Kids
35347,Kemono Friends: Bus-teki,"Comedy,Fantasy"
35346,Cinderella Girls Gekijou: Kayou Cinderella Theater,"Comedy,Slice of Life"
35345,Chein Kuro-Nikuru!! Kanketsu-hen,"Comedy,Parody"
35343,Menhera Ayuri no Yamanai Onedari: Headphone wa Hazusenai,Hentai
35343,Menhera Ayuri no Yamanai Onedari: Headphone wa Hazusenai,Hentai
35339,Mobile Dog House￥,Music
35338,Saenai Heroine no Sodatekata ♭: Koi to Junjou no Service-kai,"Harem,Comedy,Romance,Ecchi,School"
35335,Musashino!,"Comedy,School,Slice of Life"
35335,Musashino!,"Comedy,School,Slice of Life"
35334,ClassicaLoid 2nd Season,"Music,Comedy"
35333,Hitori no Shita: The Outcast 2nd Season,"Action,Super Power,Supernatural"
35332,World Fool News (TV) Part II,"Slice of Life,Comedy"
35331,Sugai-kun to Kazoku Ishi,Comedy
35330,Poputepipikku,"Comedy,Parody,Dementia"
35329,Ultrasonico,"Parody,Super Power"
35328,BOYs LOVE Nitro+CHiRAL,"Comedy,Parody"
35327,Hiyoko no Basket Movie: Last Game 0401,"Parody,Sports"
35326,Saint Seiya: Gold Saints Data File,"Action,Fantasy,Shounen"
35324,Tadaima.,Music
35322,Tsugaku-ji,Music
35321,Haikyuu!!: Tokushuu! Haru-kou Volley ni Kaketa Seishun,"School,Shounen,Sports"
35320,Cardcaptor Sakura: Clear Card-hen Prologue - Sakura to Futatsu no Kuma,"Fantasy,Romance,Shoujo"
35320,Cardcaptor Sakura: Clear Card-hen Prologue - Sakura to Futatsu no Kuma,"Fantasy,Romance,Shoujo"
35319,Freaky Highschool,"Horror,School"
35317,Mini Rope,"Comedy,Slice of Life"
35315,ChäoS;Child: Silent Sky,"Sci-Fi,Mystery,Psychological,Supernatural"
35314,Busou Shoujo Machiavellianism: Doki! Goken-darake no Ian Ryokou,"Action,School,Shounen"
35313,Kemono Friends 2,"Adventure,Comedy"
35312,Kamiusagi Rope x TOHO Cinemas (Movies),"Comedy,Slice of Life"
35311,Kamiusagi Rope x TOHO Cinemas,"Comedy,Slice of Life"
35310,Kamiusagi Rope & Taka no Tsume Collab Eizou-hen,Comedy
35309,Levain Cup x Kamiusagi Rope,"Slice of Life,Comedy"
35308,Lion x Kamiusagi Rope,"Comedy,Slice of Life"
35307,Shiseido x Kamiusagi Rope,"Comedy,Slice of Life"
35306,Mori no Kaori x Kamiusagi Rope,"Comedy,Slice of Life"
35305,Kamiusagi Rope x Tokyo Gas,"Comedy,Slice of Life"
35303,Furusato Meguri: Nippon no Mukashibanashi,"Historical,Kids,Supernatural"
35303,Furusato Meguri: Nippon no Mukashibanashi,"Historical,Kids,Supernatural"
35302,Neko Neko Nihonshi 2nd Season,"Historical,Parody,Kids,Samurai"
35301,Chiruran: Nibun no Ichi Special,"Action,Comedy,Historical"
35300,Magia Record: Mahou Shoujo Madoka☆Magica Gaiden,"Drama,Magic"
35298,Ramen Daisuki Koizumi-san,"Comedy,Slice of Life"
35297,Happy Seven: The TV Manga - Chibi Chara Moshimo Gekijou,"Comedy,Parody,Fantasy"
35295,Washimo 5th Season,"Sci-Fi,Slice of Life,Comedy,Kids,School"
35294,Candle,Music
35287,Tire Kan x Kamiusagi Rope,"Slice of Life,Comedy"
35286,Henkei Shoujo,Sci-Fi
35285,A-Channel: Nabe wo Tabeyou,"Comedy,School,Seinen,Slice of Life"
35283,Kamiusagi Rope x ROPÉ Sisters,Comedy
35281,Ijime Stop! Kintarou Kokoro Chikaramochi,"Fantasy,Kids"
35280,Fuyuyasumi da. Zenin Shuugou!,Kids
35279,Youkoso! Ecolo Shima,Kids
35278,Aru Mori no wo Hanashi: Rururu no Rule,Kids
35277,Nanumu no Ie,"Drama,Historical"
35276,Tanoshii Ekaki Uta,"Kids,Music"
35275,Asonde Oboeru Gakushuu DVD,Kids
35274,Hakkiri Kotowarou: Yuukai Sare Nai zo!,"Drama,Kids"
35273,Ponkaman no Animation no Dekiru made,"Kids,Super Power"
35272,Ki wo Tsukeyou: Douro wa Kiken ga Ippai!,Kids
35270,Perestroika,Comedy
35267,Shingeki no Kyojin-ten 360° Taikan Theater,"Action,Fantasy,Shounen,Super Power"
35266,Higanjima X: Aniki,"Fantasy,Horror,Seinen,Vampire"
35265,Monsuto Anime: Katsubou no Hate no Risoukyou,"Action,Game,Fantasy"
35265,Monsuto Anime: Katsubou no Hate no Risoukyou,"Action,Game,Fantasy"
35264,Gravity,Music
35263,Escape from Tsuki no Uragawa Zoo,"Drama,Fantasy,Music"
35255,Soutai Sekai,Sci-Fi
35254,Time Bokan: Gyakushuu no San Akunin,"Adventure,Comedy,Historical,Mecha"
35252,Hatena☆Illusion,"Comedy,Supernatural,Romance,Ecchi"
35252,Hatena☆Illusion,"Comedy,Supernatural,Romance,Ecchi"
35251,Sengoku Night Blood,"Historical,Romance,Fantasy"
35251,Sengoku Night Blood,"Historical,Romance,Fantasy"
35250,Urahara,"Comedy,Fantasy,Psychological,Sci-Fi"
35249,Uma Musume: Pretty Derby (TV),"Comedy,Slice of Life,Sports"
35248,18if,"Mystery,Supernatural"
35247,Owarimonogatari 2nd Season,"Mystery,Comedy,Supernatural,Vampire"
35247,Owarimonogatari 2nd Season,"Mystery,Comedy,Supernatural,Vampire"
35243,Ken-chan to Bouen Kazoku,"Kids,Drama"
35242,21 Seiki wa Minna ga Shuyaku,Drama
35241,Konohana Kitan,"Slice of Life,Fantasy,Seinen,Shoujo Ai"
35240,Princess Principal,"Action,Mystery,Historical"
35239,Kuruneko (ONA),"Slice of Life,Comedy"
35238,Dainiji Ura Nyuugakushiken The Animation,Hentai
35238,Dainiji Ura Nyuugakushiken The Animation,Hentai
35237,Hajimete no Gal: Hajimete no Bunkasai,"Comedy,Romance,Ecchi,School,Shounen"
35235,Hitorigurashi no Shougakusei,"Comedy,Slice of Life"
35234,Dekiru ka na,Comedy
35233,Jingisukan no Jin-kun,Comedy
35231,Vatican Kiseki Chousakan: Majo no Soup,"Mystery,Supernatural,Drama"
35230,Zannen Onna Kanbu Black General-san,"Comedy,Super Power,Shounen"
35229,Mr. Men Little Miss,Kids
35228,Haikara-san ga Tooru Movie 2: Hana no Tokyo Dai Roman,"Comedy,Historical,Romance,Shoujo"
35227,Akita Kenritsu Iburi Gakkou Chuutou-bu: Web-ban Omake,Comedy
35226,Akita Kenritsu Iburi Gakkou Chuutou-bu,Comedy
35224,Mobile Suit Gundam: Twilight Axis,"Action,Military,Sci-Fi,Space,Mecha"
35222,Gakuen Babysitters,"Comedy,School,Shoujo,Slice of Life"
35222,Gakuen Babysitters,"Comedy,School,Shoujo,Slice of Life"
35220,Youkai Apartment no Yuuga na Nichijou,"Slice of Life,Mystery,Supernatural"
35219,DC Super Heroes vs Taka no Tsume Dan,"Comedy,Parody,Super Power"
35215,Man Tou Riji,"Slice of Life,Shoujo"
35213,Kai Feng Kidan Movie,"Action,Comedy,Supernatural"
35213,Kai Feng Kidan Movie,"Action,Comedy,Supernatural"
35211,Duan Nao 2,"Mystery,Sci-Fi,Shounen,Thriller"
35210,Kuroi Hitomi,"Demons,Supernatural,Fantasy"
35210,Kuroi Hitomi,"Demons,Supernatural,Fantasy"
35206,Kirakira☆Precure A La Mode Movie: Paritto! Omoide no Mille-Feuille!,"Action,Fantasy,Magic,Slice of Life"
35205,Planetarium Kamiusagi Rope: Orera Rocket Tobasu tte Maji ssuka!?,"Comedy,Sci-Fi"
35204,The King of Fighters: Destiny,"Action,Adventure,Drama,Martial Arts,Romance"
35203,Isekai wa Smartphone to Tomo ni.,"Adventure,Harem,Comedy,Magic,Romance,Fantasy"
35202,Hand Shakers: Go ago Go,Action
35198,Free!: Take Your Marks,"School,Slice of Life,Sports"
35198,Free!: Take Your Marks,"School,Slice of Life,Sports"
35191,Free! Movie 2: Timeless Medley - Yakusoku,"School,Slice of Life,Sports"
35183,Gurazeni,"Comedy,Drama,Seinen,Sports"
35182,Binan Koukou Chikyuu Boueibu LOVE! LOVE! LOVE!,"Slice of Life,Comedy,Parody,Magic,School"
35180,3-gatsu no Lion 2nd Season,"Drama,Game,Seinen,Slice of Life"
35180,3-gatsu no Lion 2nd Season,"Drama,Game,Seinen,Slice of Life"
35178,Daraku Reijou The Animation: Hakoiri Ojousama Netorare Choukyou Kiroku,Hentai
35178,Daraku Reijou The Animation: Hakoiri Ojousama Netorare Choukyou Kiroku,Hentai
35177,Kyoro-chan no Koutsuu Anzen,Kids
35176,Ojarumaru no Koutsuu Anzen,Kids
35175,Osakini Douzo Arigatou,Kids
35174,Ittekimasu.,Kids
35173,Ruleman no Koutsuu Anzen,"Kids,Super Power"
35172,Anzen no Shiteiseki Child Seat,Kids
35171,Appare! Momotarou no Koutsuu Anzen,"Fantasy,Kids"
35170,Wagaya no Koutsuu Anzen: Chichi to no Yakusoku,Kids
35169,Kintarou no Koutsuu Anzen,"Fantasy,Kids"
35168,Karugamo Oyako no Koutsuu Anzen,Kids
35167,Guupa Ouji no Koutsuu Anzen Mamorou wo Yakusoku,"Kids,Sci-Fi"
35166,Yuki Daruman no Fuyumichi Koutsuu Anzen,Kids
35165,Hajime ni Oboeru Koutsuu Anzen,Kids
35164,Anzen Kakunin: Kenta to Nyanta no Koutsuu Anzen,Kids
35163,Kenta to Nyanta no Kuruma Daisuki!,Kids
35162,Saru Tarou Helmet wa Kabutte ne,Kids
35161,Kuunyan no Koutsuu Anzen: Tadashii Jitensha no Nori Kata,Kids
35160,Nyani ga Nyandaa Nyandaa Kamen no Koutsuu Anzen,Kids
35159,Kimi no Hikari: Asagao to Kase-san.,"Music,Romance,School,Shoujo Ai"
35158,Warau Salesman Tokubetsu Bangumi,"Psychological,Supernatural,Seinen"
35158,Warau Salesman Tokubetsu Bangumi,"Psychological,Supernatural,Seinen"
35156,High & Low: G-Sword,"Action,Drama,Shounen"
35155,Kurayami wa Kiken ga Ippai,"Drama,Kids"
35154,Saru Tarou wa Tobidasa Nai!,Kids
35153,Momotarou no Koutsuu Anzen Kyoushitsu,"Kids,Fantasy"
35152,Chounai Shinsengumi wo Tasuke-gumi Mezashi-tai no Koutsuu Anzen Rule wo Mamotte Mezase! Doubutsuen!,Kids
35151,Quiz de Manabu Pinocchio no Koutsuu Ansen,Kids
35150,Alan-kun no Koutsuu Rule wo Mamorou ne!,"Kids,Sci-Fi"
35149,Zukkoke Sannin-gumi no Koutsuu Anzen,"Drama,Kids"
35148,Nyanta no wo Tanjoubi wa Kaji Sawagi!,Kids
35147,Boku wa Ko Zou no Shouboutai,"Kids,Drama"
35145,Kobayashi-san Chi no OO Dragon,"Slice of Life,Comedy,Fantasy"
35143,Yoshida no Matsue Beauty Daisakusen Prologue,"Comedy,Parody"
35142,Yoshida no Matsue Beauty Daisakusen,"Comedy,Parody"
35141,Matsue Kankou Taishi Sanri ga Iku! Matsue Ghost Tour,"Comedy,Historical,Parody,Horror"
35140,Heisei Matsue Kaidan: Ayashi,"Comedy,Historical,Parody,Horror,Supernatural"
35139,Crayon Shin-chan x Panpaka Pants: Aeon Cinema Manner Movie Collab,Comedy
35138,Taikong Lixianji,"Action,Sci-Fi,Kids,Mecha"
35137,Space Gundam V,"Action,Comedy,Mecha"
35136,Koukyoushihen Eureka Seven Hi-Evolution 3,"Adventure,Drama,Mecha,Sci-Fi"
35136,Koukyoushihen Eureka Seven Hi-Evolution 3,"Adventure,Drama,Mecha,Sci-Fi"
35135,Koukyoushihen Eureka Seven Hi-Evolution 2: Anemone,"Adventure,Drama,Mecha,Sci-Fi"
35134,Koukyoushihen Eureka Seven Hi-Evolution 1,"Adventure,Drama,Mecha,Sci-Fi"
35133,Kaishain x Sumida Suizokukan Bikkuri! Kai Matsuri CM,Comedy
35131,Luna-tan: 1-mannen no Himitsu,"Magic,Fantasy"
35129,Tottoko Hamtarou no Tottoko Taisetsu!! Koutsuu Rule,"Drama,Kids"
35128,Tottoko Hamtarou no Tottoko Daijida!! Bousai Kunren,"Drama,Kids"
35128,Tottoko Hamtarou no Tottoko Daijida!! Bousai Kunren,"Drama,Kids"
35127,Rescue Q-tai no Katsuyaku,"Drama,Kids"
35126,Chibi Maruko-chan: Jishin wo Kangaeru,"Drama,Kids"
35125,Chibi Maruko-chan: Hi no Youjin,"Drama,Kids"
35124,Koala-chan no Shouboutai,"Kids,Drama"
35123,Chirorin Mura Monogatari: Tomkurupii no Jishin Youjin,"Drama,Kids"
35122,Shingeki no Kyotou,"Action,Fantasy,Shounen"
35121,Shin Gakkou no Yuurei,"Horror,Demons,Supernatural,Thriller,School"
35120,Devilman: Crybaby,"Action,Dementia,Demons,Horror,Supernatural"
35120,Devilman: Crybaby,"Action,Dementia,Demons,Horror,Supernatural"
35119,Youkai Shoujo,Music
35118,Bleach Colorful!: Gotei Juusan Yatai Daisakusen!,"Comedy,Shounen"
35116,Warau Salesman Dai SP-banashi,"Comedy,Psychological,Supernatural,Drama,Seinen"
35115,Warau Salesman Episode 0,"Psychological,Seinen,Supernatural"
35114,Clione no Akari,"Drama,School"
35113,Africa no Salaryman,Comedy
35112,Panpaka Pants O New-san,"Comedy,Kids"
35111,Haikyuu!! Movie 4: Concept no Tatakai,"Comedy,Drama,School,Shounen,Sports"
35111,Haikyuu!! Movie 4: Concept no Tatakai,"Comedy,Drama,School,Shounen,Sports"
35110,Haikyuu!! Movie 3: Sainou to Sense,"Comedy,Drama,School,Shounen,Sports"
35110,Haikyuu!! Movie 3: Sainou to Sense,"Comedy,Drama,School,Shounen,Sports"
35109,Ninja Tamamaru: Rule wo Mamotte Koutsuu Anzen! no Maki,"Kids,Martial Arts"
35108,Ninja Tamamaru: Toukaidou Gojuusan-ji,"Kids,Martial Arts"
35107,Shin Ninja Tamamaru,"Kids,Martial Arts"
35106,Ninja Tamamaru,"Kids,Martial Arts"
35105,Helen to Tomoni: Anne Sullivan,"Historical,Kids"
35104,Christmas Carol,"Kids,Supernatural"
35103,Tanabata Monogatari,"Historical,Kids"
35102,Hinamatsuri,"Historical,Kids"
35101,Tono-sama no Chawan,Kids
